Timestamp,كم يبلغ عمرك,الجنس,  ​ما هو نوع الخدمة التي تلقيتها اليوم/خلال زيارتك الأخيرة؟  ,  هل هذه زيارتك الأولى لهذه المنشأة؟  ,  أنت  ,"   كيف تقيّم سهولة الحصول على موعد؟ (1: صعب جداً، 5: سهل جداً) ",  ما هي المدة التي انتظرتها من وقت حجز الموعد حتى يوم الكشف الفعلي؟  ,"  كيف تقيّم سهولة الوصول إلى موقع المستشفى/الوحدة الصحية؟   (1: صعب جداً، 5: سهل جداً)",  هل كانت اللافتات الإرشادية داخل المنشأة واضحة وكافية للوصول إلى وجهتك؟  ,"  كيف تقيّم لطف وحسن تعامل موظفي الاستقبال؟ (1:سئ، 5: ممتاز)",  ما هي مدة انتظارك في منطقة الاستقبال قبل تسجيل بياناتك؟,"  كيف تقيّم وضوح الإجراءات المتبعة عند التسجيل؟ (1:سئ، 5: ممتاز) ","  ما مدى رضاك عن نظافة ومستوى الراحة في منطقة الانتظار الرئيسية؟  (1:سئ، 5: ممتاز)",  كم من الوقت انتظرت في منطقة الانتظار قبل رؤية الطبيب؟  ,"  كيف تقيّم مدى اهتمام الممرض/الممرضة بالاستماع إليك؟ (1:سئ، 5: ممتاز)","  إلى أي مدى شعرت بالاحترام والتعاطف من قبل فريق التمريض؟   (1:سئ، 5: ممتاز)",  هل قام فريق التمريض بتقديم أنفسهم وشرح الإجراءات التي يقومون بها؟  ,"  كيف تقيّم سرعة استجابة التمريض عند طلب المساعدة؟ ​ سهل جداً  (1:سئ، 5: ممتاز)",  هل استمع الطبيب جيداً لشرحك لحالتك الصحية؟  ,"  ما مدى رضاك عن الوقت الذي خصصه الطبيب لك؟   (1:سئ، 5: ممتاز)","  كيف تقيّم وضوح شرح الطبيب لتشخيص حالتك؟   (1:سئ، 5: ممتاز)",  هل أشركك الطبيب في القرارات المتعلقة بخطتك العلاجية؟  ,  هل شعرت بالراحة في طرح الأسئلة على الطبيب؟  ,  هل أجاب الطبيب على جميع استفساراتك بطريقة مفهومة؟  ,"  كيف تقيّم مستوى الثقة الذي شعرت به تجاه طبيبك المعالج؟   (1:سئ، 5: ممتاز)","  كيف تقيّم مستوى نظافة الغرف؟ (1:سئ، 5: ممتاز)",  هل شعرت بأن خصوصيتك تم احترامها أثناء الكشف والعلاج؟  ,"  كيف تقيّم مستوى الهدوء وقلة الإزعاج في المنشأة؟   (1:سئ، 5: ممتاز)","  ما مدى رضاك عن جودة الوجبات المقدمة (في حال الاقامة)؟   (1:سئ، 5: ممتاز)","  هل كانت المرافق (مثل دورات المياه، الكافيتريا) متاحة وسهلة الاستخدام؟  ",  هل تم شرح الفحوصات أو الإجراءات الطبية لك بوضوح قبل إجرائها؟  ,"  إذا كنت تعاني من ألم، كيف تقيّم اهتمام الفريق الطبي بالسيطرة عليه؟  (1:سئ، 5: ممتاز)","  هل تم تزويدك بمعلومات واضحة حول الأدوية التي وصفت لك (الجرعة، الآثار الجانبية)؟  ",  كيف تقيّم التنسيق بين الأقسام المختلفة (مثلاً بين الطبيب والمختبر والأشعة)؟,"   كيف تقيّم وضوح الفواتير والتكاليف المالية للخدمة؟    (1:سئ، 5: ممتاز)",  هل قام الموظفون بشرح ما يغطيه تأمينك الصحي (إن وجد) بوضوح؟  ,"  كيف تقيّم سهولة وسرعة إجراءات الخروج من المستشفى (في حال الاقامة)؟  (1: صعب جداً، 5: سهل جداً)","  بشكل عام، ما مدى رضاك عن الرعاية التي تلقيتها في هذه الزيارة؟   (1:سئ، 5: ممتاز)","  إلى أي مدى توصي بالمنشأت الصحية الحكومية لعائلتك وأصدقائك؟  (1:سئ، 5: ممتاز)",  ما هو أفضل شيء في التجربة التي مررت بها؟  ,  ما هو أكثر شيء يحتاج إلى تحسين من وجهة نظرك؟  ,  هل لديك أي اقتراحات إضافية للمساعدة في تحسين خدماتنا؟  ,"كيف تقييم الراحة فى الدفع؟  (1:سئ، 5: ممتاز)",هل هناك طرق مختلفة للدفع؟,"  كيف تقيّم مستوى نظافة الممرات؟  (1:سئ، 5: ممتاز)","  كيف تقيّم مستوى نظافة دورات المياه؟     (1:سئ، 5: ممتاز)"
07/10/2025 20:51:57,18 year - 29 year,ذكر,كشف في عيادة خارجية,نعم,مريض,3,ساعة - ساعتين,3,نعم,3,ساعة - ساعتين,3,3,ساعة - ساعتين,4,3,لا,3,نعم,3,3,نعم,نعم,نعم,3,3,ربما,3,2,نعم,نعم,3,نعم,3,3,نعم,3,3,3,.,..,..,3,نعم,2,2
07/10/2025 20:53:33,18 year - 29 year,أنثى,قسم الطوارئ,لا,مريض,5,30 دقيقة - ساعة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,4,,نعم,نعم,5,نعم,5,5,نعم,,5,5,الدكاتره فعلاً فاهمين شغلهم ,النظافة ,اهتموا اكتر بالمرضى ,5,نعم,5,4
07/10/2025 20:55:15,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مرافق,1,6 ساعات - 10 ساعات,1,لا,3,ساعة - ساعتين,2,3,ساعة - ساعتين,3,1,لا,2,لا,3,3,لا,لا,لا,1,2,نعم,3,3,لا,نعم,1,لا,2,2,لا,3,3,1,لا يوجد ويجب زياده الاهتمام بالرعايه الصحيه ,جميع المراحل ,لا ,2,لا,3,2
07/10/2025 20:58:08,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مرافق,1,6 ساعات - 10 ساعات,1,لا,3,ساعة - ساعتين,2,3,ساعة - ساعتين,3,1,لا,2,لا,3,3,لا,لا,لا,1,2,نعم,3,3,لا,نعم,1,لا,2,2,لا,3,3,1,لا يوجد ويجب زياده الاهتمام بالرعايه الصحيه ,جميع المراحل ,لا ,2,لا,3,2
07/10/2025 21:04:22,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,3,ساعتين - 4 ساعات,5,لا,2,دقيقة - 30 دقيقة,4,3,ساعة - ساعتين,5,5,نعم,4,نعم,5,4,نعم,نعم,نعم,5,4,ربما,1,,لا,لا,4,لا,4,3,لا,2,4,3,السعر,الوقت,يبقى فى نظام فى الطابور اكتر,2,لا,3,2
07/10/2025 21:25:28,60 year - more,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,3,دقيقة - 30 دقيقة,3,نعم,2,30 دقيقة - ساعة,3,4,ساعة - ساعتين,3,2,لا,2,لا,1,3,لا,لا,لا,1,4,ربما,3,2,نعم,لا,3,لا,3,1,لا,1,3,1,لا شيء ,كل شيء ,الاهتمام بالكوادر,2,نعم,3,4
07/10/2025 21:29:56,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مريض,3,30 دقيقة - ساعة,4,لا,3,30 دقيقة - ساعة,2,3,30 دقيقة - ساعة,2,4,لا,3,لا,1,3,لا,لا,لا,1,2,نعم,1,3,لا,نعم,3,نعم,3,2,لا,3,2,1,مفيش ,"كتير 
التنظيم ، والترتيب وآلخ ",كده مش هيكون في مكان اكمل كتابة ,2,لا,2,1
07/10/2025 21:32:41,18 year - 29 year,ذكر,كشف في عيادة خارجية,نعم,مريض,4,30 دقيقة - ساعة,2,نعم,4,30 دقيقة - ساعة,3,4,30 دقيقة - ساعة,3,4,نعم,4,نعم,4,4,نعم,نعم,نعم,4,4,نعم,4,4,نعم,نعم,5,نعم,5,3,نعم,4,5,5,. ,..,لا,4,نعم,5,5
07/10/2025 21:36:03,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مرافق,5,30 دقيقة - ساعة,5,نعم,5,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,.,دورات المياه,.,5,نعم,5,5
07/10/2025 22:49:09,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مرافق,3,6 ساعات - 10 ساعات,3,نعم,5,30 دقيقة - ساعة,3,3,ساعتين - 4 ساعات,3,3,نعم,3,نعم,3,3,نعم,نعم,نعم,3,4,نعم,3,3,نعم,نعم,3,نعم,3,3,نعم,3,3,3,المعاملة ,لا شيء ,لا,3,نعم,4,3
07/10/2025 22:52:36,18 year - 29 year,أنثى,قسم الطوارئ,نعم,مريض,1,30 دقيقة - ساعة,3,لا,3,30 دقيقة - ساعة,3,1,30 دقيقة - ساعة,1,1,لا,1,لا,1,1,نعم,لا,لا,1,1,لا,1,1,لا,لا,1,لا,1,1,نعم,1,1,1,ولا حاجه ومكان غير ادمى اصلا,محتاج يتراقب ويكون عليه نظرة من وزارة الصحة,تركيز على الأماكن الحكومية ,1,لا,1,1
07/10/2025 22:53:40,18 year - 29 year,ذكر,كشف في عيادة خارجية,نعم,مرافق,2,16 ساعة - يوم,4,نعم,5,دقيقة - 30 دقيقة,3,5,30 دقيقة - ساعة,5,5,نعم,5,نعم,4,5,نعم,نعم,نعم,5,5,نعم,4,3,نعم,نعم,4,نعم,5,4,نعم,4,5,4,الاهتمام بحاله المريض,وقت الانتظار قبل الدخول ل الطبيب ,لا,5,نعم,5,5
07/10/2025 23:30:41,40 year - 59 year,ذكر,كشف في عيادة خارجية,لا,مرافق,4,ساعة - ساعتين,4,نعم,4,دقيقة - 30 دقيقة,4,4,ساعة - ساعتين,3,4,لا,4,نعم,4,4,نعم,نعم,نعم,4,5,نعم,4,3,نعم,نعم,4,نعم,4,5,نعم,4,4,4,النظام,المواعيد يكون نفس الكفاءة و فترات مختلفة. علي مدار اليوم ,زيادة بعض العيادات و الفترات بتاعتها تزيد يبقي منها صباحا و ظهرا و مساءا أن امكن ,5,نعم,5,5
07/10/2025 23:31:05,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,نعم,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,كل شئ,لا شئ,لا,5,نعم,5,5
07/10/2025 23:54:42,30 year - 39 year,أنثى,إجراء فحوصات أو أشعة,لا,ولى امر,4,16 ساعة - يوم,4,نعم,4,30 دقيقة - ساعة,4,4,دقيقة - 30 دقيقة,4,4,لا,4,نعم,4,4,نعم,نعم,نعم,4,4,نعم,4,4,نعم,نعم,4,نعم,4,4,لا,4,4,3,اهتمام الدكتور بالمريض ,الاهتمام من ناحية الاستقبال ,لا,4,نعم,4,4
07/10/2025 23:54:47,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,4,دقيقة - 30 دقيقة,3,لا,4,30 دقيقة - ساعة,3,5,30 دقيقة - ساعة,4,5,لا,3,نعم,4,5,نعم,نعم,نعم,3,4,نعم,5,2,نعم,لا,3,نعم,4,3,نعم,4,4,3,الشفاء,الاهتمام بالدقه و التفاصيل ,اقترح توسيع المكان و مقابلة المرضي بابتسامة تجعلهم يشعرو بالتفاؤل,3,لا,4,3
08/10/2025 00:14:57,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,نعم,مرافق,5,6 ساعات - 10 ساعات,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,الطبيب,لا شئ,لا,5,نعم,5,5
08/10/2025 00:19:00,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,الكلام مع الطبيب,لا يوجد,لا,5,نعم,5,5
08/10/2025 00:45:14,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,نعم,مرافق,4,ساعتين - 4 ساعات,4,نعم,4,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,4,5,نعم,4,4,نعم,نعم,5,نعم,5,5,نعم,5,5,5,الاهتمام,لا شيء ,لا,4,نعم,5,4
08/10/2025 00:49:54,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مريض,4,دقيقة - 30 دقيقة,4,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,التعامل,...,لا,5,نعم,5,5
08/10/2025 00:57:54,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,3,دقيقة - 30 دقيقة,4,نعم,5,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,التعامل سلس ,عقليات الناس المريضة,لا شكرا,5,نعم,5,5
08/10/2025 01:07:05,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,لا,مرافق,4,ساعة - ساعتين,2,لا,4,ساعة - ساعتين,2,3,6 ساعات - 10 ساعات,3,1,لا,2,نعم,4,4,نعم,ربما,نعم,3,2,لا,1,1,لا,لا,3,لا,2,3,لا,2,2,2,فحص الطبيب للمريض,مواعيد الطبيب,لا,1,لا,2,2
08/10/2025 01:22:13,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,نعم,مريض,3,16 ساعة - يوم,3,نعم,3,دقيقة - 30 دقيقة,3,3,دقيقة - 30 دقيقة,4,4,نعم,4,نعم,5,4,نعم,نعم,نعم,4,3,نعم,5,5,نعم,نعم,4,نعم,4,3,نعم,4,4,4, , , ,4,نعم,3,4
08/10/2025 01:23:08,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مريض,3,4 ساعات - 6 ساعات,2,نعم,3,ساعتين - 4 ساعات,3,3,ساعتين - 4 ساعات,3,3,لا,5,نعم,3,3,لا,ربما,نعم,3,3,نعم,3,3,نعم,نعم,3,نعم,3,3,نعم,3,3,3,خبرة الطبيب,تعديل الغرف,لا,3,نعم,3,3
08/10/2025 01:27:05,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مريض,5,دقيقة - 30 دقيقة,3,نعم,4,دقيقة - 30 دقيقة,5,3,دقيقة - 30 دقيقة,2,3,نعم,4,نعم,4,4,نعم,نعم,نعم,4,4,نعم,4,4,نعم,نعم,4,نعم,4,4,نعم,4,3,4,الكشف ,الاجهزة ,الاجهزة,3,نعم,4,4
08/10/2025 01:27:26,18 year - 29 year,ذكر,قسم الطوارئ,نعم,مرافق,3,30 دقيقة - ساعة,1,نعم,3,دقيقة - 30 دقيقة,3,3,30 دقيقة - ساعة,4,4,لا,3,نعم,4,4,لا,ربما,نعم,4,4,نعم,3,2,نعم,نعم,3,نعم,4,4,نعم,4,4,3,هناك الكثير من الخدمات المتاحة للمرضى دون مقابل وهذا رغم انه فرض على الدوله ولكن هناك تحسن عن 5 سنوات ماضيه,زياده عدد مقدمي الخدمات الصحيه والمستلزمات لزياده الجوده وراحه المرضي,زياده عدد مقدمي الخدمات الصحيه والمستلزمات لزياده الجوده وراحه المرضي,3,نعم,4,4
08/10/2025 01:42:51,40 year - 59 year,ذكر,عملية جراحية,نعم,مريض,4,ساعة - ساعتين,4,نعم,3,دقيقة - 30 دقيقة,4,3,دقيقة - 30 دقيقة,3,3,لا,3,نعم,4,4,نعم,لا,لا,2,4,ربما,4,4,نعم,نعم,4,لا,4,4,نعم,5,4,3,تكامل فريق المعالين باتخصصات المختلفه ,متابعه العمال وأفراد الأمن بطريقه اقوي,تيسر التعامل مع المرضى الذين لهم تأمين صحي او لهم الحق في العلاج على نفقه الدوله وتوضيح أسهل الطرق للاستفاده من هذه المميزات ,4,لا,4,4
08/10/2025 01:56:03,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,4,30 دقيقة - ساعة,3,نعم,5,دقيقة - 30 دقيقة,4,4,30 دقيقة - ساعة,5,5,نعم,4,نعم,4,4,نعم,نعم,نعم,5,5,نعم,4,4,نعم,نعم,4,نعم,4,3,نعم,4,5,3,النظافة و النظام,لا شيئ,لا,4,نعم,5,5
08/10/2025 02:24:37,40 year - 59 year,أنثى,كشف في عيادة خارجية,لا,مريض,5,4 ساعات - 6 ساعات,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,لا,4,نعم,5,4,لا,نعم,نعم,5,5,نعم,5,5,نعم,نعم,3,نعم,5,5,نعم,5,5,5,الدكتورة المتابعة لحالتي,قسم الاشعة,لا ,5,لا,5,5
08/10/2025 04:27:22,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,لا,مريض,4,16 ساعة - يوم,4,نعم,4,دقيقة - 30 دقيقة,4,5,دقيقة - 30 دقيقة,4,4,نعم,4,نعم,4,4,نعم,نعم,نعم,4,5,نعم,3,3,نعم,نعم,4,نعم,3,4,لا,3,4,3,. ,. ,. ,4,نعم,5,3
08/10/2025 04:58:58,60 year - more,ذكر,كشف في عيادة خارجية,لا,مرافق,4,يومين - اكثر,4,نعم,3,دقيقة - 30 دقيقة,2,2,30 دقيقة - ساعة,4,4,نعم,3,نعم,4,5,نعم,نعم,نعم,4,3,نعم,3,,نعم,نعم,3,لا,3,3,نعم,,3,3,تفهم طاقم التمريض,الصيانة ,زيادة عدد الأطباء التأكد من وجود طبيب بديل عند اعتذار زميل له.,3,نعم,3,2
08/10/2025 06:26:08,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مريض,4,دقيقة - 30 دقيقة,4,لا,5,دقيقة - 30 دقيقة,5,4,دقيقة - 30 دقيقة,4,3,لا,4,نعم,5,5,نعم,نعم,نعم,5,5,نعم,4,,نعم,نعم,5,نعم,4,5,,,5,4,الطبيب كان متعاونا و مستعدا لسماعك ,رشاوي الممرضات,اعتقد انه يوجد بعض الاسئلة لا يجب ان تكون اجبارية مثل الاسئلة المتعلقة بالادوية و التحاليل فمثلا من يذهب لطبيب العيون من الممكن الا يأخذ ادوية او إشاعات.,5,لا,5,
08/10/2025 06:40:54,18 year - 29 year,أنثى,قسم الطوارئ,نعم,مريض,3,30 دقيقة - ساعة,1,لا,2,دقيقة - 30 دقيقة,3,4,30 دقيقة - ساعة,5,3,لا,4,نعم,2,2,نعم,ربما,لا,3,3,لا,2,4,نعم,نعم,3,لا,4,3,لا,4,3,1,مش بروح اماكن حكوميه ,النظافه و الاهتمام بالمريض والسماع له ,.,3,لا,3,2
08/10/2025 07:25:09,12 years - 17 year,ذكر,كشف في عيادة خارجية,نعم,مرافق,5,دقيقة - 30 دقيقة,4,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,الرعاية,المنشءات تلصحية,لا ,5,نعم,5,5
08/10/2025 07:42:58,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,4,ساعة - ساعتين,2,لا,2,دقيقة - 30 دقيقة,2,3,ساعة - ساعتين,2,2,لا,3,نعم,3,4,نعم,نعم,نعم,4,3,ربما,4,3,نعم,نعم,4,نعم,4,3,نعم,4,3,3,..,..,..,5,نعم,3,2
08/10/2025 07:58:42,18 year - 29 year,ذكر,تنويم (إقامة في المستشفى),نعم,مريض,4,يومين - اكثر,4,لا,3,30 دقيقة - ساعة,3,4,دقيقة - 30 دقيقة,3,5,لا,4,نعم,1,4,نعم,نعم,نعم,5,5,نعم,5,4,نعم,نعم,3,نعم,4,4,لا,5,4,1,النضافة و الراحة للمريض و تعاون فريق التمريض دون طلب اي مستحقات زيادة,لا شيء,لا,2,لا,5,5
08/10/2025 08:05:35,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,لا,مريض,2,ساعة - ساعتين,4,نعم,4,دقيقة - 30 دقيقة,4,3,30 دقيقة - ساعة,4,4,لا,4,نعم,4,4,نعم,ربما,نعم,3,3,ربما,2,3,لا,نعم,3,نعم,3,3,نعم,3,3,3,.,.,.,4,نعم,3,2
08/10/2025 08:18:52,30 year - 39 year,أنثى,كشف في عيادة خارجية,لا,مريض,3,دقيقة - 30 دقيقة,5,نعم,3,دقيقة - 30 دقيقة,3,3,30 دقيقة - ساعة,1,1,لا,1,لا,2,2,لا,لا,نعم,2,2,ربما,1,3,نعم,نعم,2,لا,3,4,لا,3,4,3,متابعة الحاله الصحيه من جهة الطبيب,تغير اسلوب التمريض و وجود رقيب فعال عليهم,لا شكرا,2,لا,3,1
08/10/2025 09:17:35,18 year - 29 year,أنثى,تنويم (إقامة في المستشفى),لا,مريض,3,ساعتين - 4 ساعات,1,نعم,5,دقيقة - 30 دقيقة,5,5,ساعتين - 4 ساعات,1,1,لا,1,لا,1,1,لا,ربما,لا,1,5,ربما,1,5,نعم,نعم,3,لا,3,1,نعم,3,3,3,.,.,.,3,نعم,5,4
08/10/2025 09:45:54,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,3,ساعة - ساعتين,4,نعم,4,دقيقة - 30 دقيقة,3,4,ساعة - ساعتين,3,3,لا,4,نعم,5,5,نعم,نعم,نعم,5,5,نعم,3,4,نعم,نعم,5,نعم,3,5,لا,5,2,1,عادي مفيش شي محدد,الغرف المتوفر بها أكثر من سرير مزعجه للمريض للغايه إذا جاء زياره له والمريض الثاني بجانبه يشعر بالتعب,لا,3,نعم,5,3
08/10/2025 09:47:44,18 year - 29 year,ذكر,قسم الطوارئ,لا,مريض,1,4 ساعات - 6 ساعات,3,لا,2,30 دقيقة - ساعة,4,1,ساعتين - 4 ساعات,4,3,لا,2,نعم,4,4,لا,نعم,نعم,4,4,نعم,3,3,نعم,نعم,4,نعم,3,3,لا,2,2,1,لاشي ,تغيير المنظومة تماما و وضع نظام جديد ,لا,3,لا,4,4
08/10/2025 10:04:19,40 year - 59 year,ذكر,كشف في عيادة خارجية,لا,مريض,4,30 دقيقة - ساعة,5,نعم,5,دقيقة - 30 دقيقة,4,5,دقيقة - 30 دقيقة,4,4,لا,4,نعم,4,5,نعم,نعم,نعم,4,4,نعم,5,,نعم,نعم,4,نعم,3,4,نعم,,4,4,easy,application,no,4,نعم,4,4
08/10/2025 10:26:07,18 year - 29 year,ذكر,كشف في عيادة خارجية,نعم,مرافق,1,ساعة - ساعتين,3,لا,1,ساعتين - 4 ساعات,3,4,4 ساعات - 6 ساعات,1,4,لا,1,نعم,1,3,لا,ربما,نعم,5,1,ربما,1,3,نعم,نعم,3,نعم,1,2,لا,1,1,1,.,.,.,1,لا,4,5
08/10/2025 13:54:22,30 year - 39 year,أنثى,كشف في عيادة خارجية,لا,مريض,3,ساعة - ساعتين,3,لا,2,دقيقة - 30 دقيقة,2,2,ساعة - ساعتين,1,1,لا,2,نعم,2,1,نعم,نعم,نعم,2,2,لا,2,2,نعم,نعم,2,نعم,2,3,لا,2,2,2,الوضوح في التعامل ,ترتيب الخطوات ,لا,4,لا,2,3
08/10/2025 14:27:54,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مرافق,3,30 دقيقة - ساعة,3,نعم,2,دقيقة - 30 دقيقة,2,2,30 دقيقة - ساعة,5,5,نعم,5,نعم,1,2,لا,لا,لا,1,3,نعم,3,2,نعم,لا,3,لا,4,2,نعم,1,2,1,طاقم التمريض ,طاقم الأطباء ,لا,5,نعم,3,3
08/10/2025 14:39:51,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,5,4 ساعات - 6 ساعات,5,نعم,5,30 دقيقة - ساعة,4,5,دقيقة - 30 دقيقة,5,5,نعم,5,لا,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,كل حاجه تمام,كل حاجه تمام,لا,5,نعم,5,5
08/10/2025 15:12:38,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,3,دقيقة - 30 دقيقة,4,لا,3,30 دقيقة - ساعة,3,5,دقيقة - 30 دقيقة,2,2,لا,2,نعم,3,4,نعم,ربما,نعم,3,5,نعم,3,3,نعم,نعم,3,نعم,3,3,نعم,2,3,2,الشفاء,توسيع الاماكن للأشخاص المرضي و حسن معامله الممرضين معهم و موظفين الاسقبال,توسيع الاماكن للأشخاص المرضي و حسن معامله الممرضين معهم و موظفين الاسقبال,2,لا,5,3
08/10/2025 15:12:38,1 day - 5 year,ذكر,كشف في عيادة خارجية,نعم,مريض,1,دقيقة - 30 دقيقة,1,نعم,1,دقيقة - 30 دقيقة,1,1,دقيقة - 30 دقيقة,1,1,نعم,1,نعم,1,1,نعم,نعم,نعم,1,1,نعم,1,1,نعم,نعم,1,نعم,1,1,نعم,1,1,1,1,2,3,1,نعم,1,1
08/10/2025 15:20:14,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,4,دقيقة - 30 دقيقة,4,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,4,5,نعم,نعم,نعم,5,5,نعم,4,5,نعم,نعم,4,نعم,5,4,نعم,4,5,4,خدمه الاطباء,لا شيء ,لا,5,نعم,4,4
08/10/2025 16:01:22,18 year - 29 year,ذكر,قسم الطوارئ,نعم,مرافق,1,يومين - اكثر,3,لا,1,30 دقيقة - ساعة,1,1,30 دقيقة - ساعة,1,1,لا,1,نعم,1,1,لا,لا,لا,1,1,لا,1,,لا,لا,3,لا,1,3,,,1,1,ولا حاجة والله,قسما بالله كل حاجة,لا رعاية صحية ولا دكاترة بتاخد بالها الواحد يموت قدامهم وهما ولا على بالهم وبرود رهيب وحمقة على نفسهم ع الفاضي,1,لا,1,1
08/10/2025 16:09:12,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,لا,مريض,4,دقيقة - 30 دقيقة,3,نعم,3,دقيقة - 30 دقيقة,3,4,دقيقة - 30 دقيقة,4,4,نعم,4,نعم,4,5,نعم,نعم,نعم,4,5,نعم,4,3,نعم,نعم,4,نعم,5,4,نعم,,5,4,الاهتمام,N/a,زيادة عدد الممرضات ,4,نعم,5,3
08/10/2025 16:41:08,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,2,30 دقيقة - ساعة,3,نعم,2,ساعة - ساعتين,3,3,ساعة - ساعتين,3,3,نعم,3,نعم,3,3,نعم,نعم,نعم,3,3,نعم,3,3,نعم,نعم,3,نعم,3,3,نعم,3,3,3, المعامله الحسنه,دورات المياه,تسهيل الحجز,3,نعم,3,3
08/10/2025 16:46:22,40 year - 59 year,ذكر,كشف في عيادة خارجية,لا,مرافق,4,30 دقيقة - ساعة,4,نعم,5,30 دقيقة - ساعة,4,3,30 دقيقة - ساعة,4,4,لا,4,نعم,5,5,نعم,نعم,نعم,5,3,ربما,2,,لا,نعم,3,نعم,3,4,لا,4,3,4,شرح الطبيب للحاله,المظهر العام للمستشفى و خصوصيه المريض,ملاحظ أنه يتم استقبال أكثر من مريض بغرفه واحده للاسف,4,لا,3,3
08/10/2025 17:05:29,40 year - 59 year,أنثى,قسم الطوارئ,نعم,مرافق,5,30 دقيقة - ساعة,5,نعم,3,دقيقة - 30 دقيقة,3,4,دقيقة - 30 دقيقة,3,4,لا,3,نعم,4,4,نعم,نعم,نعم,3,3,نعم,3,3,نعم,لا,3,نعم,2,3,نعم,3,4,3,العلاج الماسب,دورات المياه ,لا,3,لا,3,3
