Timestamp,كم يبلغ عمرك,الجنس,  ​ما هو نوع الخدمة التي تلقيتها اليوم/خلال زيارتك الأخيرة؟  ,  هل هذه زيارتك الأولى لهذه المنشأة؟  ,  أنت  ,"   كيف تقيّم سهولة الحصول على موعد؟ (1: صعب جداً، 5: سهل جداً) ",  ما هي المدة التي انتظرتها من وقت حجز الموعد حتى يوم الكشف الفعلي؟  ,"  كيف تقيّم سهولة الوصول إلى موقع المستشفى/الوحدة الصحية؟   (1: صعب جداً، 5: سهل جداً)",  هل كانت اللافتات الإرشادية داخل المنشأة واضحة وكافية للوصول إلى وجهتك؟  ,"  كيف تقيّم لطف وحسن تعامل موظفي الاستقبال؟ (1:سئ، 5: ممتاز)",  ما هي مدة انتظارك في منطقة الاستقبال قبل تسجيل بياناتك؟,"  كيف تقيّم وضوح الإجراءات المتبعة عند التسجيل؟ (1:سئ، 5: ممتاز) ","  ما مدى رضاك عن نظافة ومستوى الراحة في منطقة الانتظار الرئيسية؟  (1:سئ، 5: ممتاز)",  كم من الوقت انتظرت في منطقة الانتظار قبل رؤية الطبيب؟  ,"  كيف تقيّم مدى اهتمام الممرض/الممرضة بالاستماع إليك؟ (1:سئ، 5: ممتاز)","  إلى أي مدى شعرت بالاحترام والتعاطف من قبل فريق التمريض؟   (1:سئ، 5: ممتاز)",  هل قام فريق التمريض بتقديم أنفسهم وشرح الإجراءات التي يقومون بها؟  ,"  كيف تقيّم سرعة استجابة التمريض عند طلب المساعدة؟ ​ سهل جداً  (1:سئ، 5: ممتاز)",  هل استمع الطبيب جيداً لشرحك لحالتك الصحية؟  ,"  ما مدى رضاك عن الوقت الذي خصصه الطبيب لك؟   (1:سئ، 5: ممتاز)","  كيف تقيّم وضوح شرح الطبيب لتشخيص حالتك؟   (1:سئ، 5: ممتاز)",  هل أشركك الطبيب في القرارات المتعلقة بخطتك العلاجية؟  ,  هل شعرت بالراحة في طرح الأسئلة على الطبيب؟  ,  هل أجاب الطبيب على جميع استفساراتك بطريقة مفهومة؟  ,"  كيف تقيّم مستوى الثقة الذي شعرت به تجاه طبيبك المعالج؟   (1:سئ، 5: ممتاز)","  كيف تقيّم مستوى نظافة الغرف؟ (1:سئ، 5: ممتاز)",  هل شعرت بأن خصوصيتك تم احترامها أثناء الكشف والعلاج؟  ,"  كيف تقيّم مستوى الهدوء وقلة الإزعاج في المنشأة؟   (1:سئ، 5: ممتاز)","  ما مدى رضاك عن جودة الوجبات المقدمة (في حال الاقامة)؟   (1:سئ، 5: ممتاز)","  هل كانت المرافق (مثل دورات المياه، الكافيتريا) متاحة وسهلة الاستخدام؟  ",  هل تم شرح الفحوصات أو الإجراءات الطبية لك بوضوح قبل إجرائها؟  ,"  إذا كنت تعاني من ألم، كيف تقيّم اهتمام الفريق الطبي بالسيطرة عليه؟  (1:سئ، 5: ممتاز)","  هل تم تزويدك بمعلومات واضحة حول الأدوية التي وصفت لك (الجرعة، الآثار الجانبية)؟  ",  كيف تقيّم التنسيق بين الأقسام المختلفة (مثلاً بين الطبيب والمختبر والأشعة)؟,"   كيف تقيّم وضوح الفواتير والتكاليف المالية للخدمة؟    (1:سئ، 5: ممتاز)",  هل قام الموظفون بشرح ما يغطيه تأمينك الصحي (إن وجد) بوضوح؟  ,"  كيف تقيّم سهولة وسرعة إجراءات الخروج من المستشفى (في حال الاقامة)؟  (1: صعب جداً، 5: سهل جداً)","  بشكل عام، ما مدى رضاك عن الرعاية التي تلقيتها في هذه الزيارة؟   (1:سئ، 5: ممتاز)","  إلى أي مدى توصي بالمنشأت الصحية الحكومية لعائلتك وأصدقائك؟  (1:سئ، 5: ممتاز)",  ما هو أفضل شيء في التجربة التي مررت بها؟  ,  ما هو أكثر شيء يحتاج إلى تحسين من وجهة نظرك؟  ,  هل لديك أي اقتراحات إضافية للمساعدة في تحسين خدماتنا؟  ,"كيف تقييم الراحة فى الدفع؟  (1:سئ، 5: ممتاز)",هل هناك طرق مختلفة للدفع؟,"  كيف تقيّم مستوى نظافة الممرات؟  (1:سئ، 5: ممتاز)","  كيف تقيّم مستوى نظافة دورات المياه؟     (1:سئ، 5: ممتاز)"
08/10/2025 17:25:41,18 year - 29 year,ذكر,كشف في عيادة خارجية,نعم,مرافق,3,4 ساعات - 6 ساعات,3,نعم,4,30 دقيقة - ساعة,3,5,30 دقيقة - ساعة,5,5,نعم,3,نعم,4,4,نعم,نعم,نعم,4,5,نعم,5,3,نعم,لا,3,نعم,3,3,نعم,3,4,4,سهوله تشخيص المرض و علاجه,لا شيء ,لا شيء,4,نعم,5,5
08/10/2025 19:43:35,60 year - more,ذكر,عملية جراحية,نعم,مريض,5,ساعتين - 4 ساعات,4,نعم,3,ساعتين - 4 ساعات,2,4,دقيقة - 30 دقيقة,2,3,لا,2,نعم,5,5,لا,نعم,لا,3,2,ربما,2,1,نعم,لا,5,لا,3,3,لا,5,5,3,سرعة الاستجابه لعمليات الطوارء,خدمات ما بعد العمليه الجراحيه,الاهتمام بالمتابعه مع اتساع الوقت فى التحدث إلى المريض,2,لا,2,1
08/10/2025 20:54:53,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,4,ساعة - ساعتين,4,نعم,3,دقيقة - 30 دقيقة,3,3,ساعة - ساعتين,3,2,لا,3,نعم,3,3,نعم,نعم,نعم,3,3,ربما,2,2,لا,لا,3,لا,3,4,لا,4,3,3,انها متاحة في أي زقت,دورات المياه والسلوك العام لطاقم التمريض,تطوير المستشفيات بشكل عام وادخال أجهزة جديدة لتفادي الزحام إن وجد,4,نعم,4,1
08/10/2025 21:59:43,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,2,دقيقة - 30 دقيقة,2,نعم,4,دقيقة - 30 دقيقة,3,4,دقيقة - 30 دقيقة,4,4,لا,3,نعم,4,4,لا,ربما,نعم,4,4,ربما,4,4,نعم,لا,4,لا,4,4,نعم,3,4,4,التعامل مع المريض,كلكو حلوين ,لا,4,نعم,4,3
08/10/2025 22:24:57,40 year - 59 year,ذكر,إجراء فحوصات أو أشعة,لا,مرافق,3,دقيقة - 30 دقيقة,2,نعم,1,30 دقيقة - ساعة,2,2,دقيقة - 30 دقيقة,5,2,نعم,1,نعم,1,1,نعم,نعم,نعم,3,1,نعم,3,4,نعم,نعم,5,نعم,2,2,نعم,2,1,1,الدقه في الكشف,البشر,لا,2,نعم,1,1
08/10/2025 22:32:11,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,4,30 دقيقة - ساعة,3,لا,3,دقيقة - 30 دقيقة,3,5,ساعة - ساعتين,2,1,لا,1,نعم,2,2,لا,ربما,لا,2,1,لا,1,1,لا,لا,1,لا,1,2,لا,2,2,1,لا  اعلم,كتير,.,2,لا,2,1
08/10/2025 22:36:49,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مريض,5,30 دقيقة - ساعة,5,نعم,5,30 دقيقة - ساعة,5,5,دقيقة - 30 دقيقة,5,4,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,4,5,نعم,نعم,5,نعم,4,5,نعم,,5,5,زيارة الطبيب,لا شيئ,لا,5,نعم,4,5
08/10/2025 22:38:13,40 year - 59 year,أنثى,قسم الطوارئ,نعم,مرافق,5,ساعة - ساعتين,5,نعم,5,ساعتين - 4 ساعات,5,5,دقيقة - 30 دقيقة,5,5,لا,5,نعم,5,5,نعم,ربما,نعم,5,5,ربما,5,5,نعم,نعم,5,لا,5,5,نعم,5,5,5,الاهتمام من الاطباء,تقليل عدد المرضي ف الغرفه,لا شكرا,5,نعم,5,5
08/10/2025 23:04:53,30 year - 39 year,أنثى,قسم الطوارئ,نعم,مرافق,5,دقيقة - 30 دقيقة,5,نعم,5,30 دقيقة - ساعة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,4,نعم,نعم,5,نعم,4,4,نعم,4,5,4,الاهتمام بالمريض,التنظيم,تعدد طرق الدفع ,4,لا,5,4
08/10/2025 23:13:51,18 year - 29 year,ذكر,تنويم (إقامة في المستشفى),لا,مريض,5,ساعتين - 4 ساعات,3,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,لا,5,نعم,5,5,نعم,ربما,نعم,5,5,ربما,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,ب,ي,ب,5,نعم,5,5
08/10/2025 23:15:05,40 year - 59 year,ذكر,قسم الطوارئ,نعم,مريض,3,30 دقيقة - ساعة,3,نعم,3,دقيقة - 30 دقيقة,3,3,دقيقة - 30 دقيقة,3,4,نعم,2,نعم,3,3,لا,نعم,نعم,3,2,ربما,2,1,لا,نعم,3,نعم,3,2,لا,2,3,3,الحمد لله جبست رجلي,الانتظار, ,3,لا,2,2
08/10/2025 23:27:22,40 year - 59 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,4,ساعة - ساعتين,4,نعم,5,دقيقة - 30 دقيقة,4,5,ساعة - ساعتين,4,4,نعم,4,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,,نعم,نعم,5,نعم,4,4,,4,4,4,التعرف علي طبيب ممتاز ,الاهتمام أكثر في القطاع الطبي وليس جزء معين ,اقترح تعين كوادر ذو ثقه لاتمام المهام في اسرع وقت دون إهمال في صحه المرض ,4,لا,5,5
08/10/2025 23:37:01,40 year - 59 year,ذكر,كشف في عيادة خارجية,نعم,مريض,1,دقيقة - 30 دقيقة,2,نعم,4,دقيقة - 30 دقيقة,4,4,30 دقيقة - ساعة,4,4,نعم,4,نعم,4,4,نعم,نعم,لا,4,4,نعم,4,4,نعم,نعم,4,نعم,2,3,نعم,3,4,3,الطاقم الطبى ممتاز,المواعيد,تخصيص طبيب لكل تخصص يوميا,3,نعم,4,4
08/10/2025 23:37:21,40 year - 59 year,أنثى,قسم الطوارئ,نعم,مرافق,1,30 دقيقة - ساعة,2,نعم,5,دقيقة - 30 دقيقة,5,5,10 ساعات - 16 ساعة,5,3,نعم,4,نعم,5,5,نعم,نعم,نعم,5,5,نعم,3,3,نعم,نعم,3,نعم,3,4,نعم,1,5,5,النظام,الاستقبال,لا,3,نعم,5,5
08/10/2025 23:38:56,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,3,ساعة - ساعتين,2,نعم,1,ساعة - ساعتين,3,5,16 ساعة - يوم,3,3,لا,3,نعم,3,3,لا,نعم,نعم,1,1,ربما,3,4,لا,نعم,2,نعم,3,1,نعم,2,2,4,المستشفى,الممرضين,لا,2,نعم,5,5
08/10/2025 23:42:26,40 year - 59 year,أنثى,كشف في عيادة خارجية,لا,مريض,4,30 دقيقة - ساعة,5,نعم,4,دقيقة - 30 دقيقة,4,5,30 دقيقة - ساعة,4,5,لا,4,نعم,4,4,نعم,نعم,نعم,5,4,نعم,4,4,نعم,نعم,3,نعم,3,4,نعم,4,4,3,سرعة إستكمال إجراءات الدخول ,قوائم الانتظار ,مراعاة كبار السن والمرضى حسب حالتهم الصحية ,3,نعم,4,4
08/10/2025 23:54:06,40 year - 59 year,أنثى,كشف في عيادة خارجية,نعم,ولى امر,4,ساعة - ساعتين,3,لا,3,دقيقة - 30 دقيقة,3,3,ساعة - ساعتين,3,3,نعم,3,نعم,3,3,لا,ربما,نعم,3,3,ربما,5,5,نعم,نعم,4,نعم,3,4,نعم,3,3,4,العلاج ,مدة الانتظار,لا,3,نعم,3,3
09/10/2025 00:14:44,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مريض,4,ساعتين - 4 ساعات,3,نعم,4,30 دقيقة - ساعة,2,5,30 دقيقة - ساعة,4,3,لا,4,لا,1,4,نعم,ربما,نعم,3,4,لا,3,4,لا,لا,2,لا,3,1,نعم,4,3,4,..,..,..,4,نعم,4,3
09/10/2025 00:24:35,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,4,نعم,5,5,نعم,5,5,5,زيارة الطبيب,لا شى,لا,5,نعم,5,5
09/10/2025 01:47:22,6 year - 11 year,أنثى,قسم الطوارئ,لا,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,,نعم,نعم,5,نعم,5,5,نعم,5,5,5,تفهم الطاقم الطبى الحاله,تجهيزات الغرف,وجود أطباء من كافه التخصصات داخل المنشأة الطبيه بشكل دائم ,5,نعم,5,4
09/10/2025 03:32:56,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مرافق,4,دقيقة - 30 دقيقة,5,لا,4,دقيقة - 30 دقيقة,4,5,دقيقة - 30 دقيقة,5,5,لا,5,نعم,5,4,نعم,نعم,نعم,5,4,نعم,3,3,لا,نعم,4,لا,4,4,نعم,1,5,3,اهتمام قسم التمريض,توفير دكتور مخ واعصاب ,توفير دكتور مخ واعصاب ,5,لا,4,3
09/10/2025 04:16:37,12 years - 17 year,أنثى,إجراء فحوصات أو أشعة,لا,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,كل شيئ,لا شيئ,لا,5,نعم,5,5
09/10/2025 07:52:17,60 year - more,ذكر,كشف في عيادة خارجية,لا,مريض,3,ساعتين - 4 ساعات,2,لا,3,دقيقة - 30 دقيقة,4,3,ساعة - ساعتين,1,2,لا,3,نعم,3,3,لا,ربما,لا,3,3,لا,3,,نعم,لا,3,لا,2,3,نعم,,3,2,قرب المستشفى وإجراء الكشف والتحاليل ضمن التأمين ,اهتمام الطبيب والتمريض بالمريض ,يكون التأمين عن طريق بطاقة والكشف في أي مكان تيسيراً على المرضى ,3,نعم,3,2
09/10/2025 09:23:36,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,4,ساعتين - 4 ساعات,1,نعم,1,دقيقة - 30 دقيقة,5,1,6 ساعات - 10 ساعات,1,1,نعم,1,لا,1,1,نعم,نعم,نعم,1,1,نعم,1,4,نعم,نعم,2,نعم,2,1,نعم,1,5,1,تغختهنغ,نفهتفت,نلعتل,4,نعم,2,1
09/10/2025 11:52:33,30 year - 39 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,4,30 دقيقة - ساعة,5,لا,3,دقيقة - 30 دقيقة,4,3,دقيقة - 30 دقيقة,4,2,نعم,3,نعم,5,5,نعم,نعم,نعم,5,3,نعم,2,3,لا,نعم,4,نعم,3,4,نعم,5,3,3,الطبيب,تزويد مستشفي باطباء ليغطي عدد مرضي,تحسين الاجور,2,لا,5,4
09/10/2025 13:16:38,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,سهولة الخدمه ,لا يوجد ,لا,5,نعم,5,5
09/10/2025 13:46:17,30 year - 39 year,أنثى,كشف في عيادة خارجية,لا,مريض,2,ساعة - ساعتين,3,نعم,4,دقيقة - 30 دقيقة,3,4,ساعة - ساعتين,4,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,4,نعم,3,5,نعم,نعم,3,نعم,4,4,نعم,4,4,5,سهولة الوصول ,التطوير اكثر,لا,5,نعم,4,3
09/10/2025 16:40:42,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,3,يومين - اكثر,5,نعم,3,ساعة - ساعتين,5,4,ساعة - ساعتين,5,5,نعم,5,نعم,3,5,لا,نعم,نعم,5,5,نعم,3,,نعم,نعم,3,نعم,3,5,,,4,3,.,تنظيم المواعيد,.,5,لا,5,2
09/10/2025 18:44:10,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مرافق,1,يومين - اكثر,1,لا,1,4 ساعات - 6 ساعات,1,1,4 ساعات - 6 ساعات,1,1,لا,1,لا,1,1,لا,لا,لا,1,1,لا,1,1,لا,لا,1,لا,1,1,لا,1,1,1,لا شيء ,كل حاجة,لا,1,لا,1,1
09/10/2025 23:30:51,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,1,6 ساعات - 10 ساعات,5,لا,1,4 ساعات - 6 ساعات,1,1,4 ساعات - 6 ساعات,1,1,لا,1,لا,1,3,نعم,ربما,نعم,3,1,ربما,1,,لا,نعم,3,نعم,1,2,نعم,,1,1,سهولة الوصول للمكان,تسهيل حجز ميعاد للكشف و توفير أماكن الاستراحة حيث أنها لا توجد ,سهولة حجز ميعاد و سهولة الإجراءات من معرفة الأشعة و التحاليل اللازمة و سهولة الدفع بطرق مختلفة بحيث العلاج يأخذ يوم او يومين مش شهور ,1,لا,1,1
10/10/2025 00:35:34,40 year - 59 year,ذكر,قسم الطوارئ,نعم,ولى امر,2,30 دقيقة - ساعة,3,نعم,4,دقيقة - 30 دقيقة,3,3,30 دقيقة - ساعة,3,3,نعم,3,نعم,3,3,نعم,نعم,نعم,3,3,نعم,3,3,نعم,نعم,3,نعم,3,3,نعم,3,3,3,الكل,لا شي,لا,3,نعم,3,3
10/10/2025 01:04:04,40 year - 59 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,1,يومين - اكثر,1,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,,نعم,نعم,5,نعم,5,5,نعم,,5,3,هناك بعض الأسئلة كانت بعيدة الصلة عن إختيارى الخاص ( بالتحاليل والأشعة ) واضطررت لتقييم بعض الخدمات التي لم اتعامل معها .. ولكن نظراً لمجهود لجنة الرعاية الصحية والفاضل أ محمد الجارحي.. أكملت للنهاية وسأذكر تقييمي لآخر زيارة لي لعل الأمر يفيد بشكل أو بآخر ..آخر زيارة لي كانت العام الماضى لعمل تحليل وأشعة سونار في عيادة تكنوكلينك المهندسين تم الحجز عن طريق الموبايل في اليوم السابق .. وعندما ذهبت في الموعد المحدد تم أخذ عينة التحليل و بعدها توجهت لغرفة الأشعة مباشرة وعند التوجه للحسابات تم إخبارى بأن التحاليل في المكان مجاناً دون دفع النسبة التي كنت تدفعها في المعامل الأخرى وتم حساب الأشعة فقط .. معاملة جيدة جداً مكان هادئ تم الأمر في سرعة وسهولة .,اعتقد الأسنان تحتاج مزيداً من الدعم خاصة فيما يتعلق بالتركيبات لأن اسعارها مرتفعة جداً ولا أعتقد أن تركيب ضرس أو سن مكسور ظاهر للعيان يعد من الأمور التجميلية بل هو أمر ضرورى يؤثر في مظهر الشخص وحالته النفسية أيضا لذا أعتقد أنه من الأمور التي يجب مراعاتها بشدة .,شكراً ,5,نعم,,5
10/10/2025 06:17:24,40 year - 59 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,3,ساعة - ساعتين,3,نعم,3,ساعة - ساعتين,3,4,ساعة - ساعتين,3,3,نعم,3,نعم,3,2,نعم,ربما,نعم,3,3,ربما,3,3,نعم,نعم,3,لا,3,2,نعم,3,3,3,تيسير الاستعلام ,ضرورة تواجد الأطباء بشكل دائم حيث يكون المريض متعب ,لا,2,نعم,2,2
10/10/2025 17:07:32,60 year - more,أنثى,قسم الطوارئ,نعم,مريض,3,دقيقة - 30 دقيقة,5,نعم,3,دقيقة - 30 دقيقة,5,3,دقيقة - 30 دقيقة,5,4,نعم,3,نعم,5,5,نعم,نعم,نعم,5,3,نعم,5,3,لا,لا,4,نعم,3,2,لا,4,3,3,الطبيب,التمريض,تحسين الاجور,3,لا,3,3
10/10/2025 17:30:30,40 year - 59 year,ذكر,إجراء فحوصات أو أشعة,نعم,مريض,3,دقيقة - 30 دقيقة,4,نعم,3,دقيقة - 30 دقيقة,3,3,دقيقة - 30 دقيقة,3,3,نعم,3,نعم,3,4,نعم,نعم,نعم,4,3,نعم,3,3,نعم,نعم,3,نعم,3,3,نعم,3,3,3,الطبيب,النظافة,تحسين الممرضات,3,لا,3,4
10/10/2025 19:37:27,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,4,4 ساعات - 6 ساعات,5,نعم,3,دقيقة - 30 دقيقة,4,4,دقيقة - 30 دقيقة,4,3,لا,4,نعم,5,4,نعم,نعم,نعم,5,5,نعم,5,4,نعم,نعم,4,نعم,4,5,نعم,5,4,2,الراحة و الهدوء,تعامل الممرضين,.,4,نعم,5,5
10/10/2025 22:13:35,18 year - 29 year,ذكر,تنويم (إقامة في المستشفى),نعم,مرافق,1,6 ساعات - 10 ساعات,3,لا,2,دقيقة - 30 دقيقة,1,1,دقيقة - 30 دقيقة,1,1,لا,1,لا,1,1,لا,لا,لا,1,2,لا,1,1,لا,لا,1,لا,1,1,نعم,2,1,1,هناك دكاتره محترمه لكن التمريض قمه في السوء ,التمريض والاهتمام بالمريخ ,الاهتمام بالمريض وإجراء الفحوصات في أسرع وقت ووجود رقابه جيده علي الكل بدايه من عامل النظافة حتي الدكتور,3,نعم,2,1
11/10/2025 06:50:11,30 year - 39 year,أنثى,قسم الطوارئ,لا,مريض,3,30 دقيقة - ساعة,3,نعم,2,دقيقة - 30 دقيقة,3,4,30 دقيقة - ساعة,2,2,لا,2,نعم,2,2,لا,ربما,لا,3,4,ربما,1,1,نعم,نعم,2,نعم,3,3,لا,3,3,3,لا يوجد ,التمريض,لا يوجد ,3,لا,5,5
11/10/2025 08:46:46,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مريض,4,دقيقة - 30 دقيقة,4,نعم,4,دقيقة - 30 دقيقة,4,4,دقيقة - 30 دقيقة,4,4,نعم,4,نعم,4,4,نعم,نعم,نعم,4,4,نعم,4,4,نعم,نعم,4,نعم,4,4,نعم,4,4,4,كل حاجه,مفيش,لا,4,نعم,4,4
11/10/2025 13:54:52,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,لا,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,تقديم الخدمات على أكمل وجه ,لا يوجد,لا ,5,نعم,5,5
11/10/2025 13:57:54,40 year - 59 year,ذكر,كشف في عيادة خارجية,لا,مريض,4,30 دقيقة - ساعة,3,نعم,3,دقيقة - 30 دقيقة,3,5,ساعة - ساعتين,5,4,لا,4,نعم,3,4,نعم,نعم,نعم,5,4,نعم,2,3,نعم,نعم,4,نعم,3,5,نعم,4,5,5,تشخيص المرض وتحديد نوع العلاج المناسب اشعه وتحاليل وخلافه ,طاقم التمريض ومواعيد الأطباء ,العنايه بنظافة المستشفى داخلياً أكثر من خارجياً ,5,نعم,5,4
11/10/2025 14:14:06,40 year - 59 year,ذكر,كشف في عيادة خارجية,نعم,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,,5,5,سرعة التشخيص والعلاج ,عدد أكبر من الاطباء,لا,5,لا,5,5
11/10/2025 14:29:06,40 year - 59 year,أنثى,كشف في عيادة خارجية,لا,ولى امر,4,ساعة - ساعتين,4,لا,4,دقيقة - 30 دقيقة,3,4,ساعة - ساعتين,3,3,لا,3,نعم,3,3,نعم,نعم,نعم,3,4,نعم,3,3,لا,نعم,4,نعم,3,3,نعم,3,3,3,قلة التكلفة,زيادة الإمكانيات الطبية,زيادة المخصص للأدوية والأجهزة الطبية,4,نعم,4,3
11/10/2025 14:46:45,40 year - 59 year,ذكر,كشف في عيادة خارجية,نعم,مريض,5,دقيقة - 30 دقيقة,4,نعم,5,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,لا,5,5,نعم,5,5,5,حسن المعامله,توافر الادويه الناقصه,لا,5,نعم,5,5
11/10/2025 14:57:13,40 year - 59 year,ذكر,قسم الطوارئ,لا,مريض,5,دقيقة - 30 دقيقة,3,نعم,3,دقيقة - 30 دقيقة,4,1,دقيقة - 30 دقيقة,2,2,لا,3,نعم,3,3,نعم,ربما,نعم,3,2,نعم,1,,نعم,نعم,3,نعم,3,5,نعم,5,3,2,الفحوصات,أستجابة التمريض,سمرا,5,نعم,2,2
11/10/2025 17:26:03,60 year - more,ذكر,كشف في عيادة خارجية,لا,مريض,4,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,4,دقيقة - 30 دقيقة,5,5,لا,5,نعم,5,5,نعم,نعم,نعم,5,4,نعم,4,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,سرعه الكشف عند الطبيب,زيادة عدد الموظفين ,مراعاة كبار السن ,5,لا,4,4
11/10/2025 18:04:00,40 year - 59 year,أنثى,إجراء فحوصات أو أشعة,نعم,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,كل حاجه,كلو كويس,لا,5,نعم,5,5
11/10/2025 19:34:23,30 year - 39 year,ذكر,كشف في عيادة خارجية,نعم,مريض,1,ساعة - ساعتين,3,نعم,2,30 دقيقة - ساعة,4,4,دقيقة - 30 دقيقة,4,4,نعم,4,نعم,4,4,نعم,نعم,نعم,4,4,نعم,4,4,نعم,نعم,4,نعم,4,4,نعم,4,4,4,نظافه,جيد,لا,4,نعم,4,4
11/10/2025 20:31:49,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مريض,3,30 دقيقة - ساعة,3,نعم,4,ساعة - ساعتين,4,5,ساعة - ساعتين,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,4,نعم,5,5,نعم,5,2,5,الطبيب,لا شئ,لا,5,نعم,5,5
11/10/2025 21:56:15,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مرافق,3,30 دقيقة - ساعة,3,نعم,3,ساعة - ساعتين,3,3,ساعة - ساعتين,3,3,نعم,3,نعم,3,3,نعم,نعم,نعم,3,3,لا,3,3,نعم,نعم,3,نعم,1,3,نعم,3,3,3,ر,ر,ر,3,نعم,3,3
11/10/2025 22:45:29,18 year - 29 year,ذكر,عملية جراحية,نعم,مرافق,3,30 دقيقة - ساعة,2,نعم,2,دقيقة - 30 دقيقة,2,2,30 دقيقة - ساعة,2,3,نعم,3,نعم,3,4,نعم,نعم,نعم,4,5,نعم,4,4,نعم,نعم,5,نعم,4,4,نعم,4,3,3,اهتمام التمريض,سرعة استجابة الدكاتره مع المرضى,لا,4,نعم,5,5
