Timestamp,كم يبلغ عمرك,الجنس,  ​ما هو نوع الخدمة التي تلقيتها اليوم/خلال زيارتك الأخيرة؟  ,  هل هذه زيارتك الأولى لهذه المنشأة؟  ,  أنت  ,"   كيف تقيّم سهولة الحصول على موعد؟ (1: صعب جداً، 5: سهل جداً) ",  ما هي المدة التي انتظرتها من وقت حجز الموعد حتى يوم الكشف الفعلي؟  ,"  كيف تقيّم سهولة الوصول إلى موقع المستشفى/الوحدة الصحية؟   (1: صعب جداً، 5: سهل جداً)",  هل كانت اللافتات الإرشادية داخل المنشأة واضحة وكافية للوصول إلى وجهتك؟  ,"  كيف تقيّم لطف وحسن تعامل موظفي الاستقبال؟ (1:سئ، 5: ممتاز)",  ما هي مدة انتظارك في منطقة الاستقبال قبل تسجيل بياناتك؟,"  كيف تقيّم وضوح الإجراءات المتبعة عند التسجيل؟ (1:سئ، 5: ممتاز) ","  ما مدى رضاك عن نظافة ومستوى الراحة في منطقة الانتظار الرئيسية؟  (1:سئ، 5: ممتاز)",  كم من الوقت انتظرت في منطقة الانتظار قبل رؤية الطبيب؟  ,"  كيف تقيّم مدى اهتمام الممرض/الممرضة بالاستماع إليك؟ (1:سئ، 5: ممتاز)","  إلى أي مدى شعرت بالاحترام والتعاطف من قبل فريق التمريض؟   (1:سئ، 5: ممتاز)",  هل قام فريق التمريض بتقديم أنفسهم وشرح الإجراءات التي يقومون بها؟  ,"  كيف تقيّم سرعة استجابة التمريض عند طلب المساعدة؟ ​ سهل جداً  (1:سئ، 5: ممتاز)",  هل استمع الطبيب جيداً لشرحك لحالتك الصحية؟  ,"  ما مدى رضاك عن الوقت الذي خصصه الطبيب لك؟   (1:سئ، 5: ممتاز)","  كيف تقيّم وضوح شرح الطبيب لتشخيص حالتك؟   (1:سئ، 5: ممتاز)",  هل أشركك الطبيب في القرارات المتعلقة بخطتك العلاجية؟  ,  هل شعرت بالراحة في طرح الأسئلة على الطبيب؟  ,  هل أجاب الطبيب على جميع استفساراتك بطريقة مفهومة؟  ,"  كيف تقيّم مستوى الثقة الذي شعرت به تجاه طبيبك المعالج؟   (1:سئ، 5: ممتاز)","  كيف تقيّم مستوى نظافة الغرف؟ (1:سئ، 5: ممتاز)",  هل شعرت بأن خصوصيتك تم احترامها أثناء الكشف والعلاج؟  ,"  كيف تقيّم مستوى الهدوء وقلة الإزعاج في المنشأة؟   (1:سئ، 5: ممتاز)","  ما مدى رضاك عن جودة الوجبات المقدمة (في حال الاقامة)؟   (1:سئ، 5: ممتاز)","  هل كانت المرافق (مثل دورات المياه، الكافيتريا) متاحة وسهلة الاستخدام؟  ",  هل تم شرح الفحوصات أو الإجراءات الطبية لك بوضوح قبل إجرائها؟  ,"  إذا كنت تعاني من ألم، كيف تقيّم اهتمام الفريق الطبي بالسيطرة عليه؟  (1:سئ، 5: ممتاز)","  هل تم تزويدك بمعلومات واضحة حول الأدوية التي وصفت لك (الجرعة، الآثار الجانبية)؟  ",  كيف تقيّم التنسيق بين الأقسام المختلفة (مثلاً بين الطبيب والمختبر والأشعة)؟,"   كيف تقيّم وضوح الفواتير والتكاليف المالية للخدمة؟    (1:سئ، 5: ممتاز)",  هل قام الموظفون بشرح ما يغطيه تأمينك الصحي (إن وجد) بوضوح؟  ,"  كيف تقيّم سهولة وسرعة إجراءات الخروج من المستشفى (في حال الاقامة)؟  (1: صعب جداً، 5: سهل جداً)","  بشكل عام، ما مدى رضاك عن الرعاية التي تلقيتها في هذه الزيارة؟   (1:سئ، 5: ممتاز)","  إلى أي مدى توصي بالمنشأت الصحية الحكومية لعائلتك وأصدقائك؟  (1:سئ، 5: ممتاز)",  ما هو أفضل شيء في التجربة التي مررت بها؟  ,  ما هو أكثر شيء يحتاج إلى تحسين من وجهة نظرك؟  ,  هل لديك أي اقتراحات إضافية للمساعدة في تحسين خدماتنا؟  ,"كيف تقييم الراحة فى الدفع؟  (1:سئ، 5: ممتاز)",هل هناك طرق مختلفة للدفع؟,"  كيف تقيّم مستوى نظافة الممرات؟  (1:سئ، 5: ممتاز)","  كيف تقيّم مستوى نظافة دورات المياه؟     (1:سئ، 5: ممتاز)"
11/10/2025 22:47:14,40 year - 59 year,ذكر,كشف في عيادة خارجية,لا,مريض,2,يومين - اكثر,1,لا,1,ساعة - ساعتين,2,1,30 دقيقة - ساعة,1,1,لا,1,لا,2,2,لا,لا,لا,1,2,لا,1,2,لا,لا,2,لا,2,2,لا,3,1,1,المشكله في الموظفين و العاملين يتعاملون مع الناس بطريقة سيءه جدا,الأطباء و الموظفين يحتاجون الي كيفيه التعامل مع المرضي,تحسين الرواتب ,2,نعم,2,1
12/10/2025 13:27:32,30 year - 39 year,ذكر,كشف في عيادة خارجية,نعم,ولى امر,4,ساعة - ساعتين,4,نعم,5,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,5,5,نعم,4,نعم,5,5,نعم,نعم,نعم,5,5,نعم,4,,نعم,نعم,5,نعم,5,5,نعم,,5,5,سرعة الاستجابة - الخدمة الممتازة - التعامل بافضل حالة مع نفسية المريض - التفاهم وتقديم المساعدة اللازمة - التشخيص الممتاز للحالة,مدة الانتظار للمرضى,العمل على تقليل مدة الانتظار,5,نعم,5,5
12/10/2025 14:16:55,18 year - 29 year,ذكر,قسم الطوارئ,لا,مرافق,2,دقيقة - 30 دقيقة,2,لا,1,دقيقة - 30 دقيقة,4,2,دقيقة - 30 دقيقة,1,1,نعم,2,نعم,3,2,نعم,نعم,نعم,2,1,نعم,1,1,نعم,نعم,1,نعم,2,1,لا,5,3,3,احترام ومعاملة الطاقم الطبى ,نظام دخول المرافقين وزيادة غرف الرعاية الصحية والعناية المركزة ,زيادة سرعة التنسيق بين المستشفيات وغرف الرعاية الصحية والعناية المركزة التابعة لوزارة الصحة لأن هناك بطء شديد قد يؤدى بحياة المريض قبل توفير الغرف ,2,نعم,2,2
12/10/2025 21:40:24,30 year - 39 year,أنثى,كشف في عيادة خارجية,نعم,مريض,2,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,3,4,دقيقة - 30 دقيقة,3,5,نعم,4,نعم,3,3,نعم,ربما,لا,3,4,نعم,3,3,لا,لا,3,لا,3,2,لا,4,3,3,الاحترام وحسن التعامل بين المريض والتمريض,عدم الانتظار كثيرا عند الكشف ,لا,3,لا,4,3
13/10/2025 10:01:51,18 year - 29 year,ذكر,قسم الطوارئ,لا,مريض,4,دقيقة - 30 دقيقة,4,نعم,4,دقيقة - 30 دقيقة,4,4,دقيقة - 30 دقيقة,3,4,نعم,4,لا,3,4,لا,نعم,نعم,4,4,لا,4,4,نعم,نعم,4,نعم,4,4,نعم,4,4,1,شعور الاطمئنان,الرعاية الصحية الحكومية,لا,5,نعم,5,5
13/10/2025 10:10:42,30 year - 39 year,ذكر,إجراء فحوصات أو أشعة,لا,مرافق,4,30 دقيقة - ساعة,4,نعم,3,30 دقيقة - ساعة,3,4,30 دقيقة - ساعة,3,3,نعم,3,نعم,3,3,نعم,نعم,نعم,4,3,نعم,3,1,نعم,نعم,3,نعم,3,3,نعم,3,3,2,Thank you,Thank you,Thank you,3,لا,3,3
13/10/2025 13:45:54,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,نعم,مريض,4,16 ساعة - يوم,3,نعم,4,30 دقيقة - ساعة,4,5,30 دقيقة - ساعة,3,3,لا,4,نعم,4,5,نعم,ربما,لا,4,4,نعم,3,,نعم,نعم,3,نعم,3,2,لا,3,4,4,النظام,سرعه التجاوب من الممرضين,لا شكرا,4,لا,3,3
13/10/2025 16:05:57,30 year - 39 year,ذكر,كشف في عيادة خارجية,لا,مريض,5,16 ساعة - يوم,5,نعم,5,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,5,5,لا,3,نعم,5,5,نعم,نعم,نعم,4,5,نعم,5,5,نعم,نعم,4,نعم,5,5,نعم,5,5,5,تم وصف الدواء المناسب لي.,زيادة عدد المقاعد.,لا يوجد.,5,نعم,5,4
13/10/2025 20:05:26,30 year - 39 year,ذكر,عملية جراحية,نعم,مريض,5,ساعة - ساعتين,5,نعم,1,ساعة - ساعتين,3,2,ساعة - ساعتين,5,5,لا,4,نعم,4,5,نعم,نعم,نعم,5,4,نعم,2,,نعم,نعم,5,نعم,2,4,لا,,4,2,الدكتور شاطر,موظف الاستقبال وغرفة الاستقبال,لا,3,نعم,2,4
13/10/2025 22:16:19,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,2,يومين - اكثر,4,نعم,4,30 دقيقة - ساعة,3,3,ساعتين - 4 ساعات,3,3,نعم,5,نعم,5,4,نعم,نعم,نعم,5,4,نعم,2,,لا,نعم,4,نعم,1,5,,,3,3,راحة اني بعد الكشف اتطمنت ع نفسي,الوقت لاني اتحولت من الصحة للمستشفي وادوني معاد بعد اسبوعين فكنت خايفة طول الفترة ان الوجع لو راح كده هياثر ف الأشعة ,الناس ف الصحة كانوا احسن من المستشفي,5,لا,3,1
13/10/2025 22:59:41,40 year - 59 year,ذكر,إجراء فحوصات أو أشعة,لا,مريض,1,4 ساعات - 6 ساعات,1,نعم,5,4 ساعات - 6 ساعات,5,3,ساعة - ساعتين,3,3,نعم,3,نعم,3,5,نعم,ربما,نعم,3,3,ربما,3,3,لا,نعم,3,لا,3,3,لا,3,3,3,العلاج الشهري من مستشفى الهيئه القوميه شقق حديد مصر,الاهتمام بكبار السن وصحتهم في مستشفى الهيئه القوميه للشقق حديد مصر,مراعاه القمر السن في صرف العلاج الشهري من مستشفى الهيئه القوميه للاسكان,3,نعم,3,4
14/10/2025 06:57:54,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,لا,مريض,5,ساعتين - 4 ساعات,5,لا,1,ساعة - ساعتين,4,2,30 دقيقة - ساعة,3,2,لا,3,نعم,4,4,لا,نعم,نعم,5,4,لا,1,,لا,نعم,4,نعم,4,5,,,3,2,الطبيب ,"طريقة التعامل، عدد ساعات الانتظار",َ,4,لا,4,2
14/10/2025 18:30:55,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,3,دقيقة - 30 دقيقة,3,لا,3,دقيقة - 30 دقيقة,3,3,دقيقة - 30 دقيقة,3,3,نعم,3,نعم,3,3,نعم,نعم,نعم,4,3,نعم,3,3,نعم,نعم,3,نعم,3,3,نعم,3,3,3,شرح الطبيب لحالتي ,النظافه في دورات المياه والممرات,لا,3,لا,3,3
14/10/2025 19:14:39,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,3,4 ساعات - 6 ساعات,1,لا,2,دقيقة - 30 دقيقة,1,3,ساعة - ساعتين,1,1,لا,3,نعم,4,5,نعم,نعم,نعم,5,5,نعم,1,1,لا,نعم,4,نعم,5,1,لا,1,3,3,لا شي,الاهتمام بالمريض اكثر ,..,1,لا,5,1
14/10/2025 20:55:01,40 year - 59 year,أنثى,كشف في عيادة خارجية,نعم,ولى امر,5,دقيقة - 30 دقيقة,4,نعم,5,30 دقيقة - ساعة,4,5,دقيقة - 30 دقيقة,4,5,نعم,5,نعم,5,5,نعم,نعم,نعم,4,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,,5,5,الخدمه المميزه,ولا حاحه,لا الحمدلله ,5,نعم,5,5
14/10/2025 21:14:28,40 year - 59 year,أنثى,كشف في عيادة خارجية,لا,ولى امر,5,دقيقة - 30 دقيقة,5,نعم,4,دقيقة - 30 دقيقة,2,3,30 دقيقة - ساعة,3,4,لا,4,نعم,3,3,نعم,ربما,نعم,4,4,لا,4,4,نعم,نعم,3,نعم,4,4,نعم,4,4,3,الوقت ,عدد الدكاترة ووجود علاج ,وجود علاج والسعر يكون مناسب للجميع,3,لا,4,2
14/10/2025 22:44:05,30 year - 39 year,أنثى,كشف في عيادة خارجية,لا,مرافق,4,10 ساعات - 16 ساعة,3,نعم,4,30 دقيقة - ساعة,3,4,30 دقيقة - ساعة,4,4,نعم,4,نعم,4,4,نعم,نعم,نعم,4,4,نعم,3,3,نعم,نعم,4,نعم,3,3,نعم,3,3,3,الرعاية والاهتمام ,الانتظار ,لا شكرا ,3,نعم,3,3
14/10/2025 23:03:18,40 year - 59 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,5,30 دقيقة - ساعة,1,نعم,5,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,4,4,نعم,4,نعم,4,5,نعم,نعم,نعم,5,4,نعم,3,4,نعم,نعم,4,نعم,4,5,نعم,5,4,4,معاملة الطبيب,دورات المياه,لا,5,لا,5,4
14/10/2025 23:23:29,30 year - 39 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,5,30 دقيقة - ساعة,3,نعم,3,30 دقيقة - ساعة,3,3,30 دقيقة - ساعة,3,3,نعم,2,نعم,2,2,نعم,نعم,نعم,2,2,نعم,3,2,نعم,نعم,2,نعم,3,4,نعم,3,4,4,لا شئ,لا شئ,لا,2,نعم,3,3
14/10/2025 23:28:18,30 year - 39 year,أنثى,كشف في عيادة خارجية,لا,مريض,5,30 دقيقة - ساعة,4,نعم,4,ساعتين - 4 ساعات,5,4,30 دقيقة - ساعة,5,4,نعم,3,نعم,4,5,نعم,نعم,نعم,5,5,نعم,5,4,نعم,نعم,5,نعم,5,5,نعم,5,4,3,النظافه,دورات المياه ,لا,5,نعم,5,3
15/10/2025 00:06:18,30 year - 39 year,أنثى,إجراء فحوصات أو أشعة,نعم,ولى امر,4,30 دقيقة - ساعة,4,نعم,4,دقيقة - 30 دقيقة,4,2,دقيقة - 30 دقيقة,4,4,لا,4,لا,3,4,نعم,نعم,نعم,4,3,ربما,3,3,لا,نعم,3,نعم,3,3,لا,3,4,4,سرعة الاسعاف  و توسط الاسعار,الطواري والعيادات الخارجية ودورات المياه,شكرا لجهودكم,3,لا,3,2
15/10/2025 03:58:31,40 year - 59 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,4,30 دقيقة - ساعة,4,نعم,5,30 دقيقة - ساعة,4,4,30 دقيقة - ساعة,4,4,نعم,4,نعم,5,5,نعم,نعم,نعم,4,4,نعم,3,4,نعم,نعم,4,نعم,4,4,نعم,4,4,3,معاملة الطبيب,دورات المياه,لا,5,لا,4,3
15/10/2025 04:00:39,18 year - 29 year,ذكر,كشف في عيادة خارجية,نعم,مريض,5,16 ساعة - يوم,5,نعم,4,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,4,5,لا,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,4,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,العلاج ,لا شي ,لا,4,نعم,5,5
15/10/2025 04:07:01,40 year - 59 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,4,دقيقة - 30 دقيقة,5,نعم,4,دقيقة - 30 دقيقة,4,4,30 دقيقة - ساعة,4,4,نعم,4,نعم,5,5,نعم,نعم,نعم,4,4,نعم,4,4,نعم,نعم,4,نعم,4,4,نعم,4,4,4,معاملة الطبيب,دورات المياه,لا,5,لا,4,3
15/10/2025 04:48:48,40 year - 59 year,أنثى,كشف في عيادة خارجية,لا,مرافق,4,16 ساعة - يوم,4,نعم,4,ساعة - ساعتين,4,3,30 دقيقة - ساعة,4,4,لا,3,نعم,4,4,نعم,نعم,نعم,4,3,نعم,4,3,نعم,نعم,4,نعم,4,4,نعم,3,4,4,وجود كل التخصصات في المستشفى ,النظافة  الاهتمام   حسن المعاملة ,نتمني الاهتمام بجميع المجالات ,4,لا,3,3
15/10/2025 06:10:37,40 year - 59 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,3,ساعة - ساعتين,3,نعم,3,ساعة - ساعتين,2,3,ساعة - ساعتين,3,3,نعم,3,نعم,3,3,نعم,ربما,نعم,3,3,نعم,3,3,نعم,نعم,3,نعم,3,3,نعم,3,4,3,الاعتناء المريض,توفير الأدوية التي يحتاجها المريض ,لا,3,نعم,3,3
15/10/2025 06:37:30,30 year - 39 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,3,ساعة - ساعتين,3,نعم,3,دقيقة - 30 دقيقة,3,3,30 دقيقة - ساعة,3,3,لا,3,نعم,3,3,لا,نعم,نعم,3,3,نعم,3,3,نعم,نعم,3,نعم,3,3,لا,3,3,3,لا ,لا,لا,3,نعم,3,3
15/10/2025 06:57:19,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,ولى امر,1,دقيقة - 30 دقيقة,5,نعم,3,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,4,نعم,3,5,لا,نعم,5,نعم,5,5,نعم,5,5,5,الممرضين,الامن,لا,3,لا,4,1
15/10/2025 08:31:26,18 year - 29 year,ذكر,كشف في عيادة خارجية,نعم,مريض,5,6 ساعات - 10 ساعات,5,نعم,5,10 ساعات - 16 ساعة,5,5,10 ساعات - 16 ساعة,5,5,نعم,4,نعم,4,4,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,... ,... ,... ,5,نعم,5,
15/10/2025 09:54:21,30 year - 39 year,أنثى,قسم الطوارئ,لا,ولى امر,5,دقيقة - 30 دقيقة,3,لا,4,دقيقة - 30 دقيقة,4,4,دقيقة - 30 دقيقة,4,4,نعم,4,نعم,5,4,نعم,ربما,نعم,4,5,نعم,4,,نعم,نعم,4,نعم,4,5,,,4,3,حسن المعاملة,تطوير ,تطوير النشاة من ادولت وخدمات,4,لا,5,4
15/10/2025 10:09:50,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مرافق,2,دقيقة - 30 دقيقة,2,نعم,3,دقيقة - 30 دقيقة,3,4,دقيقة - 30 دقيقة,3,4,نعم,3,نعم,3,3,نعم,نعم,نعم,4,4,نعم,3,3,نعم,نعم,4,نعم,3,4,نعم,3,3,3,التمريض,لاشئ,لا,4,نعم,4,3
15/10/2025 10:28:13,18 year - 29 year,ذكر,كشف في عيادة خارجية,نعم,ولى امر,1,30 دقيقة - ساعة,3,نعم,2,ساعة - ساعتين,2,5,دقيقة - 30 دقيقة,1,1,نعم,1,نعم,2,2,لا,لا,لا,3,5,نعم,5,5,نعم,نعم,1,لا,5,1,نعم,5,5,3,المنجه,مش عارف ,لا اعد ساكت ,2,نعم,5,5
15/10/2025 12:22:02,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مريض,2,ساعة - ساعتين,2,نعم,1,دقيقة - 30 دقيقة,1,1,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,3,نعم,نعم,نعم,3,4,لا,3,4,نعم,نعم,3,نعم,3,3,نعم,3,2,4,الفحوصات ,تمام,تمام,4,نعم,3,4
15/10/2025 13:07:13,40 year - 59 year,ذكر,قسم الطوارئ,لا,مريض,4,30 دقيقة - ساعة,4,نعم,4,30 دقيقة - ساعة,4,5,30 دقيقة - ساعة,4,4,نعم,4,نعم,4,4,نعم,نعم,نعم,4,4,نعم,4,4,نعم,نعم,4,نعم,3,4,نعم,4,4,3,الاهتمام ,الإمكانيات ,شكرا ,4,نعم,4,4
15/10/2025 13:20:20,30 year - 39 year,ذكر,كشف في عيادة خارجية,لا,مريض,2,ساعة - ساعتين,3,نعم,3,دقيقة - 30 دقيقة,3,5,30 دقيقة - ساعة,3,4,لا,3,نعم,5,5,نعم,نعم,نعم,5,4,ربما,5,,نعم,نعم,5,نعم,3,5,نعم,3,4,1,لا شئ,كل حاجة,كل شئ,3,نعم,4,3
15/10/2025 13:23:39,30 year - 39 year,ذكر,قسم الطوارئ,نعم,مريض,5,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,النظام وسهولة ,مفيش حاجه بالنسبالي,لا,5,نعم,5,5
15/10/2025 15:42:48,40 year - 59 year,أنثى,كشف في عيادة خارجية,نعم,ولى امر,2,6 ساعات - 10 ساعات,5,نعم,3,ساعة - ساعتين,4,3,6 ساعات - 10 ساعات,3,2,لا,4,نعم,3,1,لا,لا,لا,3,3,ربما,2,3,نعم,نعم,3,لا,3,3,لا,3,3,3,للأسف وجدت ,تنظيم الاستقبال وحجز الدور,"توفير مكان للمريض الذي لا يستطيع الجلوس 
مراعاة المرضى من قبل الأطباء بالالتزام بالمواعيد
ومن قبل الممرضين بحسن التعامل وعدم الشدة مع المرضى ومراعاة ظروفهم الصحية
تصليح أجهزة الأشعة ورسم المخ والرنين والحرص على سلامتها دائما 

مهم جدا عدم تعقيد إجراءات التأمين واستقبال المريض وعمل الازم لما يحتاجة فورا فلا تؤجل العمليات الفورية أبدا من أجل إجراءات التأمين
وجزاكم الله خيرا وحفظكم الله وحفظ مصر وجميع بلاد المسلمين

",2,لا,3,3
15/10/2025 16:07:19,40 year - 59 year,ذكر,كشف في عيادة خارجية,نعم,مريض,3,ساعة - ساعتين,5,نعم,3,30 دقيقة - ساعة,3,3,30 دقيقة - ساعة,4,5,نعم,3,نعم,4,5,نعم,نعم,نعم,5,3,نعم,3,5,نعم,نعم,3,نعم,5,5,نعم,5,5,3,كل شيء تمام,تنظيم الزحام,لا,3,لا,5,5
15/10/2025 19:20:16,18 year - 29 year,أنثى,كشف في عيادة خارجية,لا,مريض,2,30 دقيقة - ساعة,5,نعم,4,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,4,3,نعم,3,نعم,5,5,نعم,نعم,نعم,5,5,نعم,4,3,نعم,نعم,4,نعم,3,4,نعم,4,4,4,الاهتمام و الرعاية الطبية المقدمة و الاهتمام بالتفاصيل ,الحرص على تلبية جميع احتياجات المريض,توفير أطباء و ممرضين بشكل كافي,3,لا,5,4
15/10/2025 20:55:25,12 years - 17 year,أنثى,قسم الطوارئ,نعم,مريض,4,ساعة - ساعتين,5,نعم,5,دقيقة - 30 دقيقة,3,4,30 دقيقة - ساعة,5,4,لا,3,نعم,3,5,نعم,نعم,نعم,3,4,نعم,3,2,نعم,نعم,3,نعم,4,3,نعم,3,3,3,كل شئ كان جيد,المواعيد,بالتوفيق,3,نعم,4,5
16/10/2025 01:48:55,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مرافق,3,30 دقيقة - ساعة,1,نعم,4,دقيقة - 30 دقيقة,3,4,30 دقيقة - ساعة,4,4,نعم,4,نعم,4,4,نعم,ربما,نعم,4,5,نعم,3,4,نعم,نعم,3,نعم,3,4,نعم,4,4,3,الراحة,الهدوء ,لا,4,نعم,4,3
16/10/2025 12:47:28,60 year - more,ذكر,كشف في عيادة خارجية,لا,مريض,2,ساعة - ساعتين,4,نعم,2,30 دقيقة - ساعة,2,1,ساعة - ساعتين,1,1,لا,2,لا,2,2,لا,لا,لا,2,2,ربما,1,2,نعم,نعم,2,لا,2,2,لا,3,2,2,الوصول للمستشفي لانه قريب من سكني,تنظيم العمل.  الاهتمام بالنظافة.   ,اختيار فريق عمل متعاون بكل المنظومة ,2,لا,2,2
16/10/2025 14:19:25,40 year - 59 year,أنثى,إجراء فحوصات أو أشعة,لا,مرافق,5,30 دقيقة - ساعة,5,نعم,3,دقيقة - 30 دقيقة,4,3,ساعة - ساعتين,4,4,نعم,4,نعم,4,4,نعم,نعم,نعم,5,4,نعم,2,,نعم,نعم,3,نعم,4,4,,,4,4,لا شيء ,طول فترة انتظار الطبيب,لا ,4,نعم,4,4
18/10/2025 06:59:17,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,لا,مريض,4,ساعة - ساعتين,3,لا,4,دقيقة - 30 دقيقة,3,3,دقيقة - 30 دقيقة,3,4,نعم,4,نعم,4,4,نعم,نعم,نعم,4,4,نعم,4,3,نعم,نعم,4,نعم,3,3,نعم,4,4,4,الطبيب,الانتظار,لا,3,نعم,3,4
19/10/2025 00:53:55,60 year - more,أنثى,إجراء فحوصات أو أشعة,نعم,مرافق,3,30 دقيقة - ساعة,1,نعم,2,دقيقة - 30 دقيقة,1,4,دقيقة - 30 دقيقة,1,1,نعم,5,نعم,1,3,نعم,نعم,لا,2,2,نعم,1,1,نعم,نعم,1,نعم,1,2,نعم,1,2,2,المواعيد,معامله البشر,لا,1,لا,3,3
19/10/2025 00:54:40,30 year - 39 year,أنثى,كشف في عيادة خارجية,نعم,مريض,2,30 دقيقة - ساعة,1,لا,3,ساعة - ساعتين,1,1,دقيقة - 30 دقيقة,1,2,نعم,2,نعم,1,1,نعم,نعم,نعم,1,1,نعم,1,1,نعم,نعم,1,نعم,4,1,نعم,1,2,2,"الراحه
",النظافه,لا,1,نعم,1,2
19/10/2025 00:57:30,30 year - 39 year,ذكر,كشف في عيادة خارجية,لا,مريض,3,30 دقيقة - ساعة,1,لا,2,ساعة - ساعتين,1,2,يومين - اكثر,1,4,لا,2,لا,4,3,نعم,نعم,نعم,2,2,لا,5,5,لا,نعم,3,لا,4,1,نعم,1,1,4,الراحه,لا,لا,1,نعم,3,3
19/10/2025 01:00:52,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,نعم,مرافق,5,ساعة - ساعتين,3,نعم,3,ساعة - ساعتين,2,2,30 دقيقة - ساعة,3,2,نعم,4,نعم,3,4,نعم,نعم,نعم,4,3,ربما,3,2,نعم,نعم,3,نعم,3,3,نعم,4,3,3,التعامل الجيد ,صعوبت التواصل ,التواصول,3,نعم,4,2
19/10/2025 22:03:10,30 year - 39 year,أنثى,كشف في عيادة خارجية,نعم,مريض,4,30 دقيقة - ساعة,4,نعم,5,دقيقة - 30 دقيقة,5,5,30 دقيقة - ساعة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,4,نعم,5,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,الاهتمام,لايوجد,لايوجد ,5,لا,5,5
19/10/2025 22:14:45,18 year - 29 year,أنثى,كشف في عيادة خارجية,نعم,مرافق,4,دقيقة - 30 دقيقة,5,نعم,5,دقيقة - 30 دقيقة,5,5,دقيقة - 30 دقيقة,5,5,نعم,5,نعم,5,5,نعم,نعم,نعم,5,5,نعم,4,5,نعم,نعم,5,نعم,5,5,نعم,5,5,5,طريقة التعامل,لا عارف,لا,5,نعم,5,5
20/10/2025 16:10:16,18 year - 29 year,ذكر,تنويم (إقامة في المستشفى),نعم,مريض,1,ساعة - ساعتين,3,نعم,5,ساعتين - 4 ساعات,5,1,4 ساعات - 6 ساعات,5,3,نعم,3,لا,3,2,نعم,لا,نعم,3,5,لا,3,2,نعم,نعم,2,لا,3,3,نعم,4,2,2,جميل,جميل,جميل,5,نعم,3,3
23/10/2025 00:35:36,18 year - 29 year,أنثى,إجراء فحوصات أو أشعة,لا,مريض,2,ساعتين - 4 ساعات,5,نعم,4,دقيقة - 30 دقيقة,4,4,ساعتين - 4 ساعات,2,3,لا,3,نعم,4,4,نعم,نعم,نعم,3,4,نعم,3,,نعم,نعم,3,لا,3,3,نعم,3,3,2,تلقي المعلومات ,وقت الانتظار للدخول الى الطبيب,لا,2,لا,4,4
26/10/2025 02:04:17,18 year - 29 year,ذكر,كشف في عيادة خارجية,لا,مريض,1,ساعتين - 4 ساعات,5,نعم,5,دقيقة - 30 دقيقة,5,3,ساعتين - 4 ساعات,4,3,لا,5,نعم,5,3,نعم,نعم,نعم,5,4,نعم,5,1,نعم,نعم,5,لا,3,3,لا,5,4,4,X,X,X,4,لا,4,3
26/10/2025 12:19:57,18 year - 29 year,ذكر,إجراء فحوصات أو أشعة,لا,مريض,4,30 دقيقة - ساعة,5,لا,2,دقيقة - 30 دقيقة,4,1,30 دقيقة - ساعة,1,2,لا,2,نعم,3,3,لا,ربما,نعم,3,3,نعم,4,,نعم,لا,2,نعم,1,3,,,2,2,كل كان زي الزفت,التعامل و قسم الطواري,لا,4,لا,3,3
